,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP
1025,12,1,4,10,0,1,1,0,0,7,11,6,13.8875,0,8,9,8,14.864444444444445,15.5,-4.06
1026,10,1,29,43,0,1,1,0,0,6,7,5,11.4,0,6,9,6,11.5,8.9,3.51
1027,12,1,3,6,1,1,0,0,0,8,8,8,13.427499999999998,0,8,8,8,13.427499999999998,9.4,-3.12
1028,5,1,5,5,1,1,0,0,0,6,6,6,15.166666666666666,0,6,6,2,15.5,15.5,-4.06
1029,8,1,4,11,1,1,0,0,0,5,11,2,10.5,0,5,9,0,0.0,10.8,1.74
1030,9,1,4,7,0,1,1,0,0,5,5,5,11.8,0,5,8,3,11.0,9.4,-3.12
1031,8,1,3,5,1,1,0,0,0,6,8,4,11.6,0,6,14,2,13.0,11.1,2.02
1032,4,1,6,3,0,1,0,0,0,6,10,6,13.666666666666666,0,6,10,4,12.25,13.9,0.79
1033,12,1,3,3,0,1,0,0,0,7,10,6,13.492857142857144,0,8,9,8,12.68888888888889,12.4,1.79
1034,7,1,10,8,0,1,0,0,0,5,12,5,13.285714285714286,0,5,16,5,14.8,12.4,1.79
1035,9,1,4,4,0,1,0,0,0,5,6,5,12.6,0,5,13,5,11.8,16.2,-0.92
1036,4,1,3,11,1,1,0,0,0,6,7,6,14.0,0,6,7,6,14.666666666666666,12.4,1.79
1037,5,1,5,3,0,1,0,0,0,6,6,6,14.166666666666666,0,6,8,6,12.333333333333334,11.1,2.02
1038,7,1,1,6,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32
1039,5,1,10,6,1,1,0,0,0,6,6,6,11.833333333333334,0,6,6,6,13.166666666666666,7.6,0.32
1040,8,1,5,5,0,1,1,0,0,5,9,0,0.0,0,5,6,0,0.0,7.6,0.32
1041,15,1,1,1,1,1,0,0,0,6,6,6,11.666666666666666,0,6,10,3,12.666666666666666,7.6,0.32
1042,12,1,5,5,1,1,1,0,0,7,14,1,13.0,0,7,15,0,0.0,11.1,2.02
1043,15,1,8,8,1,1,1,0,0,6,6,6,12.166666666666666,0,6,8,4,12.75,9.4,-3.12
1044,12,1,10,10,0,1,0,0,0,7,7,6,13.3,0,7,7,6,13.3,7.6,0.32
1045,13,1,4,8,0,1,0,0,0,7,15,0,0.0,0,7,13,0,0.0,11.1,2.02
1046,12,1,5,5,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,7.6,0.32
1047,12,1,5,10,0,1,0,0,0,8,8,7,13.55714285714286,0,8,8,7,13.55714285714286,12.7,-1.7
1048,4,1,10,5,0,1,0,0,0,6,16,4,12.0,0,6,11,3,10.333333333333334,13.9,0.79
1049,11,1,10,10,0,1,0,0,0,5,5,0,0.0,0,6,0,0,0.0,8.9,3.51
1050,2,1,11,6,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1051,12,1,10,4,1,1,0,0,0,7,7,6,12.183333333333332,0,7,7,6,12.183333333333332,7.6,0.32
1052,2,1,10,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1053,2,1,5,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1054,12,1,8,8,1,1,1,0,0,8,8,8,13.435,0,8,8,8,13.435,9.4,-3.12
1055,8,1,5,4,1,1,0,0,0,5,8,4,13.5,0,5,9,0,0.0,10.8,1.74
1056,2,1,5,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1057,15,1,4,1,0,1,0,0,0,6,7,6,13.333333333333334,0,6,8,6,12.666666666666666,12.4,1.79
1058,8,1,5,5,1,1,0,0,0,6,9,6,15.125,0,6,9,6,14.0,13.9,0.79
1059,12,1,5,11,1,1,0,0,0,7,7,6,13.116666666666667,0,7,7,6,13.116666666666667,7.6,0.32
1060,15,1,8,10,1,1,0,0,0,6,7,6,12.833333333333334,0,6,7,6,11.666666666666666,11.1,2.02
1061,12,1,6,10,1,1,0,0,0,7,7,7,13.877142857142855,0,8,8,8,15.6625,12.4,1.79
1062,12,1,10,11,1,1,0,0,0,8,8,7,12.944285714285714,0,8,8,7,12.944285714285714,10.8,1.74
1063,12,1,3,3,1,1,0,0,0,7,7,6,14.266666666666666,0,7,7,6,14.266666666666666,7.6,0.32
1064,14,1,5,6,1,1,0,0,0,6,8,5,13.0,0,6,8,5,14.0,13.9,0.79
1065,12,1,6,8,1,1,0,0,0,8,8,8,12.48375,0,8,8,8,12.48375,9.4,-3.12
1066,13,1,10,4,1,1,0,0,0,7,8,7,13.428571428571429,0,8,8,8,15.3125,16.2,-0.92
1067,16,1,10,5,1,1,0,0,0,6,8,5,15.4,0,6,7,5,12.2,7.6,0.32
1068,12,1,5,9,1,1,0,0,0,7,7,6,13.45,0,7,7,6,13.45,7.6,0.32
1069,12,1,6,9,1,1,1,0,0,7,7,6,12.6,0,7,7,6,12.6,7.6,0.32
1070,12,1,10,11,1,1,0,0,0,7,7,7,12.485714285714286,0,8,12,8,12.9375,16.2,-0.92
1071,5,1,10,10,1,1,1,0,0,6,10,5,10.8,0,6,7,5,12.8,12.7,-1.7
1072,10,1,10,9,1,1,0,0,0,6,7,6,13.833333333333334,0,6,6,6,14.0,9.4,-3.12
1073,9,1,6,2,0,1,0,0,0,5,5,5,13.2,0,5,6,4,12.5,9.4,-3.12
1074,14,1,5,8,0,1,1,0,0,6,7,1,14.0,0,6,6,0,0.0,15.5,-4.06
1075,6,1,10,5,1,1,1,0,0,5,7,5,12.5,0,5,8,5,12.714285714285714,10.8,1.74
1076,15,1,10,10,0,1,1,0,0,6,7,6,13.428571428571429,0,6,6,6,12.5,13.9,0.79
1077,12,1,10,10,1,1,1,0,0,7,7,7,14.868571428571428,0,8,9,8,15.11111111111111,11.1,2.02
1078,12,1,2,2,1,1,0,0,0,7,10,7,13.03,0,8,8,8,13.21875,15.5,-4.06
1079,14,1,6,8,1,1,0,0,0,6,7,6,14.571428571428571,0,6,7,6,12.333333333333334,12.4,1.79
1080,10,1,4,4,1,1,0,0,0,6,9,5,11.0,0,6,9,4,11.25,8.9,3.51
1081,12,1,10,5,0,1,1,0,0,8,8,8,13.3675,0,8,8,8,13.3675,9.4,-3.12
1082,12,1,10,10,1,1,1,0,0,7,7,6,12.808333333333332,0,8,11,7,12.825714285714286,12.4,1.79
1083,12,1,4,4,1,1,0,0,0,7,7,7,13.918571428571427,0,8,9,8,13.8875,11.1,2.02
1084,8,1,3,11,1,1,0,0,0,6,8,6,13.0,0,6,9,4,12.8,13.9,0.79
1085,12,1,5,6,0,1,0,0,0,7,7,6,13.683333333333332,0,7,7,6,13.683333333333332,7.6,0.32
1086,15,1,4,5,1,1,0,0,0,6,8,5,12.8,0,6,7,5,11.2,11.1,2.02
1087,11,1,10,5,1,1,1,0,0,6,9,6,13.571428571428571,0,6,6,6,12.166666666666666,8.9,3.51
1088,10,1,10,7,1,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,13.166666666666666,8.9,3.51
1089,5,1,10,10,0,1,1,0,0,6,6,6,15.0,0,6,6,6,14.5,11.1,2.02
1090,5,1,4,6,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,5,11.4,12.4,1.79
1091,15,1,5,8,1,1,1,0,0,6,7,6,13.857142857142858,0,6,7,6,13.142857142857142,13.9,0.79
1092,12,1,10,10,1,1,0,0,0,7,7,7,14.692857142857145,0,8,8,8,14.9625,12.4,1.79
1093,12,1,6,4,0,1,0,0,0,8,8,8,14.035,0,8,8,8,14.035,9.4,-3.12
1094,6,1,5,11,1,1,0,0,0,5,8,4,11.0,0,5,8,3,14.0,12.7,-1.7
1095,15,1,10,10,1,1,1,0,0,6,6,6,13.333333333333334,0,6,6,6,13.333333333333334,9.4,-3.12
1096,12,1,6,6,0,1,0,0,0,7,13,6,11.7725,0,8,9,7,12.33,15.5,-4.06
1097,11,1,5,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02
1098,11,1,10,10,1,1,0,0,0,6,0,0,0.0,0,6,12,0,0.0,10.8,1.74
1099,11,1,6,7,1,1,1,0,0,6,7,6,12.285714285714286,0,6,6,6,12.0,8.9,3.51
1100,16,1,5,1,1,1,0,0,0,7,10,6,12.166666666666666,0,7,9,6,13.166666666666666,12.4,1.79
1101,12,1,5,5,0,1,0,0,0,8,8,7,14.805714285714286,0,8,8,7,14.805714285714286,10.8,1.74
1102,10,1,5,10,1,1,0,0,0,6,11,5,10.6,0,6,10,6,11.714285714285714,11.1,2.02
1103,10,1,5,10,1,1,1,0,0,6,6,6,12.833333333333334,0,6,6,6,12.666666666666666,9.4,-3.12
1104,14,1,6,5,1,1,1,0,0,6,9,5,13.0,0,6,6,5,13.8,12.4,1.79
1105,12,1,5,5,1,1,1,0,0,7,8,7,12.725,0,8,8,8,13.7125,13.9,0.79
1106,6,1,5,2,1,1,0,0,0,5,10,4,11.25,0,5,10,3,10.333333333333334,12.7,-1.7
1107,6,1,4,5,0,1,0,0,0,5,12,3,12.333333333333334,0,5,8,3,13.0,9.4,-3.12
1108,14,1,5,8,1,1,0,0,0,6,7,6,13.666666666666666,0,6,9,5,15.4,13.9,0.79
1109,6,1,3,5,1,1,1,0,0,6,6,6,14.833333333333334,0,6,8,6,12.142857142857142,8.9,3.51
1110,14,1,6,5,0,1,1,0,0,6,7,5,11.2,0,6,10,5,13.125,10.8,1.74
1111,9,1,5,7,0,1,1,0,0,5,6,5,11.4,0,5,6,5,12.2,12.7,-1.7
1112,12,1,4,11,1,1,0,0,0,7,8,7,13.135,0,8,9,8,13.244444444444444,12.4,1.79
1113,14,1,10,10,1,1,1,0,0,6,8,5,13.5,0,6,6,6,14.5,12.4,1.79
1114,9,1,10,10,1,1,1,0,0,5,8,4,10.75,0,5,5,5,13.0,12.4,1.79
1115,10,1,8,8,1,1,1,0,0,6,9,6,11.333333333333334,0,6,9,6,11.833333333333334,8.9,3.51
1116,12,1,6,9,0,1,0,0,0,7,7,6,13.966666666666669,0,7,7,6,13.966666666666669,7.6,0.32
1117,12,1,6,6,1,1,1,0,0,8,8,8,14.14125,0,8,8,8,14.14125,9.4,-3.12
1118,11,1,10,8,1,1,1,0,0,6,10,4,11.6,0,6,10,4,11.75,12.7,-1.7
1119,12,1,10,10,0,1,1,0,0,8,8,8,14.6625,0,8,8,8,14.6625,9.4,-3.12
1120,12,1,4,4,1,1,1,0,0,7,8,6,12.993333333333334,0,8,9,8,12.66875,11.1,2.02
1121,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1122,9,1,31,40,0,1,0,0,0,5,7,5,12.2,0,5,7,5,11.8,11.1,2.02
1123,11,1,1,1,1,1,1,0,0,6,12,0,0.0,0,6,12,0,0.0,7.6,0.32
1124,10,1,1,3,1,1,0,0,0,6,8,6,11.333333333333334,0,6,6,6,11.666666666666666,7.6,0.32
1125,6,1,5,9,1,1,0,0,0,6,8,6,13.857142857142858,0,6,15,6,13.1,12.4,1.79
1126,15,1,10,10,0,1,0,0,0,6,7,6,12.857142857142858,0,6,6,6,13.333333333333334,13.9,0.79
1127,10,1,10,6,0,1,1,0,0,6,6,6,13.833333333333334,0,6,7,0,0.0,15.5,-4.06
1128,11,1,10,10,0,1,0,0,0,6,8,6,12.857142857142858,0,6,8,5,12.6,8.9,3.51
1129,16,1,5,9,1,1,1,0,0,6,8,6,11.666666666666666,0,6,9,4,12.0,10.8,1.74
1130,6,1,5,11,0,1,0,0,0,5,7,5,14.4,0,5,6,5,13.2,7.6,0.32
1131,6,1,10,3,1,1,1,0,0,6,14,6,14.333333333333334,0,6,9,6,12.0,15.5,-4.06
1132,2,1,10,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
1133,15,1,12,12,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32
1134,16,1,10,6,0,1,1,0,0,7,9,6,12.333333333333334,0,7,7,6,12.666666666666666,11.1,2.02
1135,16,1,6,4,0,1,0,0,0,6,7,5,13.2,0,6,7,5,10.6,7.6,0.32
1136,10,1,7,7,1,1,0,0,0,6,6,6,11.5,0,6,7,6,13.285714285714286,11.1,2.02
1137,11,1,7,7,1,1,0,0,0,6,8,5,12.6,0,6,7,5,12.2,9.4,-3.12
1138,12,1,10,11,0,1,0,0,0,7,7,7,13.542857142857144,0,8,9,8,14.22222222222222,16.2,-0.92
1139,15,1,5,10,1,1,1,0,0,6,7,6,13.666666666666666,0,6,6,6,13.833333333333334,12.7,-1.7
1140,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74
1141,5,1,6,9,1,1,0,0,0,6,6,6,11.5,0,6,8,6,12.285714285714286,8.9,3.51
1142,12,1,5,11,0,1,0,0,0,7,7,7,11.828571428571427,0,8,10,7,12.9125,13.9,0.79
1143,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1144,12,1,5,10,1,1,1,0,0,7,7,6,12.966666666666669,0,7,7,6,12.966666666666669,7.6,0.32
1145,15,1,10,7,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,12.7,-1.7
1146,12,1,10,11,1,1,0,0,0,7,7,7,14.125714285714285,0,8,8,8,14.36875,11.1,2.02
1147,6,1,10,7,1,1,0,0,0,6,17,6,12.666666666666666,0,6,21,4,12.25,15.5,-4.06
1148,15,1,7,7,0,1,1,0,0,6,8,6,12.285714285714286,0,6,7,6,14.166666666666666,10.8,1.74
1149,9,1,6,10,1,1,0,0,0,5,8,2,10.0,0,5,7,1,10.0,7.6,0.32
1150,10,1,8,8,1,1,1,0,0,6,6,6,12.5,0,6,6,6,11.666666666666666,10.8,1.74
1151,11,1,10,10,1,1,0,0,0,6,6,6,12.5,0,6,6,6,12.166666666666666,12.4,1.79
1152,12,1,10,2,0,1,0,0,0,7,9,6,12.783333333333331,0,8,9,7,12.842857142857143,13.9,0.79
1153,12,1,8,8,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79
1154,13,1,8,8,1,1,0,0,0,7,13,4,13.5,0,7,11,4,11.225,11.1,2.02
1155,12,1,3,6,1,1,0,0,0,7,7,7,13.457142857142856,0,8,8,8,15.125,13.9,0.79
1156,12,1,10,8,1,1,0,0,0,8,8,7,13.44285714285714,0,8,8,7,13.44285714285714,12.7,-1.7
1157,10,1,10,4,0,1,0,0,0,6,13,4,11.0,0,6,12,5,10.833333333333334,15.5,-4.06
1158,10,1,8,8,1,1,1,0,0,6,6,6,11.333333333333334,0,6,7,6,12.285714285714286,15.5,-4.06
1159,15,1,5,6,1,1,0,0,0,5,7,2,10.0,0,1,1,0,0.0,12.7,-1.7
1160,13,1,5,6,1,1,1,0,0,7,8,7,12.214285714285714,0,8,8,8,14.0625,16.2,-0.92
1161,9,1,6,8,1,1,1,0,0,5,6,5,12.8,0,5,7,4,11.25,9.4,-3.12
1162,12,1,4,10,1,1,1,0,0,7,7,7,13.371428571428572,0,8,9,8,13.666666666666666,16.2,-0.92
1163,13,1,10,9,1,1,1,0,0,7,8,7,13.385714285714286,0,8,8,8,13.3875,10.8,1.74
1164,12,1,10,10,1,1,0,0,0,8,8,7,13.328571428571427,0,8,8,7,13.328571428571427,12.7,-1.7
1165,6,1,5,8,1,1,0,0,0,6,12,5,14.0,0,6,14,5,11.0,16.2,-0.92
1166,9,1,10,10,1,1,0,0,0,5,5,5,12.6,0,5,5,5,13.2,8.9,3.51
1167,16,1,10,9,1,1,1,0,0,6,7,6,14.0,0,6,6,6,15.0,15.5,-4.06
1168,11,1,8,11,1,1,1,0,0,6,7,6,13.428571428571429,0,6,6,6,12.666666666666666,8.9,3.51
1169,5,1,5,5,1,1,1,0,0,6,6,6,13.0,0,6,6,6,12.5,15.5,-4.06
1170,14,1,2,11,1,1,0,0,0,6,7,6,12.833333333333334,0,6,10,6,11.77777777777778,8.9,3.51
1171,12,1,10,5,1,1,0,0,0,7,7,6,12.916666666666666,0,7,7,6,12.916666666666666,7.6,0.32
1172,14,1,6,10,1,1,0,0,0,6,9,6,13.285714285714286,0,6,8,5,13.8,15.5,-4.06
1173,6,1,10,10,1,1,1,0,0,5,6,5,14.6,0,5,5,5,13.8,10.8,1.74
1174,10,1,4,10,1,1,1,0,0,6,6,6,14.0,0,6,6,6,13.666666666666666,12.4,1.79
1175,10,1,10,5,0,1,1,0,0,6,7,6,14.142857142857142,0,6,6,6,15.0,13.9,0.79
1176,10,1,5,11,1,1,0,0,0,6,8,6,11.666666666666666,0,6,6,6,12.333333333333334,10.8,1.74
1177,12,1,5,9,1,1,0,0,0,8,9,8,14.3775,0,8,9,8,14.3775,9.4,-3.12
1178,12,1,4,7,1,1,0,0,0,7,8,7,12.5,0,8,9,7,13.042857142857144,13.9,0.79
1179,12,1,8,8,1,1,1,0,0,7,7,6,14.15,0,7,7,6,14.15,7.6,0.32
1180,12,1,10,10,0,1,1,0,0,8,12,7,12.471428571428572,0,8,12,7,12.471428571428572,12.7,-1.7
1181,12,1,3,2,0,1,0,0,0,7,7,6,14.15,0,7,7,6,14.15,7.6,0.32
1182,12,1,10,9,1,1,0,0,0,7,11,7,14.072222222222225,0,8,8,8,14.0475,15.5,-4.06
1183,15,1,3,4,1,1,0,0,0,6,7,6,14.857142857142858,0,6,6,6,14.666666666666666,13.9,0.79
1184,15,1,10,10,0,1,1,0,0,6,7,6,14.285714285714286,0,6,6,6,13.166666666666666,11.1,2.02
1185,8,1,4,7,1,1,0,0,0,6,8,6,15.0,0,6,8,5,15.166666666666666,13.9,0.79
1186,12,1,5,9,1,1,1,0,0,7,7,6,12.633333333333333,0,7,7,6,12.633333333333333,7.6,0.32
1187,12,1,6,8,1,1,0,0,0,7,7,6,14.233333333333334,0,7,7,6,14.233333333333334,7.6,0.32
1188,12,1,3,2,0,1,0,0,0,8,8,7,15.7,0,8,8,7,15.7,12.7,-1.7
1189,12,1,10,10,1,1,0,0,0,7,7,6,15.2,0,7,7,6,15.2,7.6,0.32
1190,12,1,5,5,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79
1191,10,1,8,8,1,1,0,0,0,6,8,5,12.4,0,6,6,6,12.0,12.4,1.79
1192,12,1,6,6,0,1,1,0,0,8,9,8,13.78125,0,8,9,8,13.78125,9.4,-3.12
1193,11,1,6,6,1,1,0,0,0,6,10,6,12.166666666666666,0,6,8,5,11.666666666666666,16.2,-0.92
1194,12,1,10,9,1,1,1,0,0,7,8,7,13.26,0,8,8,8,14.28625,15.5,-4.06
1195,10,1,10,10,0,1,1,0,0,6,9,6,11.875,0,6,7,6,14.428571428571429,16.2,-0.92
1196,15,1,10,10,1,1,0,0,0,6,6,6,13.333333333333334,0,6,9,5,13.2,9.4,-3.12
1197,4,1,10,3,1,1,1,0,0,6,7,6,15.0,0,6,8,6,14.333333333333334,12.4,1.79
1198,13,1,10,10,1,1,0,0,0,7,9,7,15.155555555555557,0,8,8,8,16.8,12.7,-1.7
1199,10,1,28,42,1,1,0,0,0,6,8,6,10.666666666666666,0,6,7,6,11.857142857142858,11.1,2.02
1200,16,1,6,6,1,1,0,0,0,6,9,5,11.0,0,6,9,4,11.25,10.8,1.74
1201,14,1,6,6,1,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,8.9,3.51
1202,10,1,5,5,0,1,0,0,0,6,7,6,12.285714285714286,0,6,7,6,12.0,12.4,1.79
1203,12,1,10,10,1,1,0,0,0,8,8,8,12.82875,0,8,8,8,12.82875,9.4,-3.12
1204,9,1,6,6,0,1,0,0,0,5,10,5,10.875,0,5,8,4,12.4,13.9,0.79
1205,9,1,10,8,1,1,1,0,0,5,5,5,12.8,0,5,8,5,11.6,9.4,-3.12
1206,10,1,5,11,1,1,0,0,0,6,10,5,11.285714285714286,0,6,7,0,0.0,16.2,-0.92
1207,2,1,4,4,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1208,11,1,10,10,0,1,1,0,0,6,0,0,0.0,0,6,11,1,10.0,10.8,1.74
1209,12,1,6,8,1,1,1,0,0,7,9,6,13.766666666666666,0,8,9,8,13.744444444444444,16.2,-0.92
1210,2,1,9,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02
1211,5,1,6,8,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,6,13.25,10.8,1.74
1212,10,1,6,8,0,1,1,0,0,6,8,6,12.25,0,6,8,6,12.0,16.2,-0.92
1213,9,1,5,6,1,1,0,0,0,5,8,3,11.333333333333334,0,5,8,5,12.2,7.6,0.32
1214,12,1,5,6,1,1,1,0,0,7,9,7,13.507142857142856,0,8,12,8,13.05,16.2,-0.92
1215,12,1,2,2,1,1,0,0,0,8,8,7,13.614285714285714,0,8,8,7,13.614285714285714,12.7,-1.7
1216,11,1,5,2,0,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,15.5,-4.06
1217,15,1,10,10,1,1,0,0,0,6,7,6,12.333333333333334,0,6,7,6,12.5,8.9,3.51
1218,13,1,5,9,1,1,1,0,0,7,7,7,11.971428571428572,0,8,8,8,14.4375,15.5,-4.06
1219,6,1,5,10,1,1,0,0,0,5,12,2,13.5,0,5,12,5,11.285714285714286,10.8,1.74
1220,10,1,10,10,1,1,0,0,0,6,8,6,12.166666666666666,0,6,7,6,13.285714285714286,11.1,2.02
1221,2,1,3,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7
1222,5,1,10,7,0,1,1,0,0,6,7,5,13.4,0,6,6,6,12.833333333333334,15.5,-4.06
1223,11,1,10,6,1,1,0,0,0,6,11,6,12.0,0,6,11,4,12.5,8.9,3.51
1224,6,1,5,6,1,1,0,0,0,5,6,5,14.2,0,5,5,5,14.8,10.8,1.74
1225,10,1,6,6,0,1,1,0,0,6,8,6,12.125,0,6,7,6,14.428571428571429,16.2,-0.92
1226,16,1,4,4,1,1,0,0,0,7,7,7,13.857142857142858,0,7,7,7,13.285714285714286,11.1,2.02
1227,12,1,8,8,1,1,0,0,0,7,9,7,14.283333333333337,0,8,9,8,13.125555555555556,15.5,-4.06
1228,5,1,23,44,1,1,0,0,0,6,6,6,14.666666666666666,0,6,7,6,15.142857142857142,8.9,3.51
1229,12,1,10,10,0,1,1,0,0,7,10,7,15.114999999999998,0,8,10,8,15.092,15.5,-4.06
1230,16,1,4,6,0,1,0,0,0,6,8,5,13.2,0,6,9,5,14.333333333333334,9.4,-3.12
1231,11,1,6,9,1,1,1,0,0,6,14,2,11.0,0,6,14,3,10.333333333333334,7.6,0.32
1232,12,1,2,3,0,1,1,0,0,8,8,7,14.565714285714288,0,8,8,7,14.565714285714288,10.8,1.74
1233,10,1,8,10,0,1,0,0,0,6,6,0,0.0,0,5,5,0,0.0,8.9,3.51
1234,12,1,4,4,1,1,0,0,0,7,7,6,13.796666666666669,0,8,11,7,13.775,12.4,1.79
1235,15,1,4,4,1,1,0,0,0,6,6,6,14.833333333333334,0,6,6,6,15.333333333333334,12.7,-1.7
1236,12,1,6,10,1,1,1,0,0,8,8,7,14.962857142857144,0,8,8,7,14.962857142857144,10.8,1.74
1237,9,1,10,10,1,1,0,0,0,5,8,4,12.0,0,5,8,5,11.2,11.1,2.02
1238,12,1,4,3,1,1,0,0,0,7,8,7,12.4,0,8,9,8,12.8,16.2,-0.92
1239,14,1,3,2,1,1,0,0,0,6,7,6,15.571428571428571,0,6,6,6,17.166666666666668,16.2,-0.92
1240,12,1,6,9,1,1,0,0,0,8,8,7,13.714285714285714,0,8,8,7,13.714285714285714,12.7,-1.7
1241,5,1,10,8,0,1,0,0,0,6,7,6,15.0,0,6,8,3,11.0,11.1,2.02
1242,2,1,10,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12
1243,5,1,8,4,1,1,0,0,0,6,6,6,15.166666666666666,0,6,6,6,14.166666666666666,15.5,-4.06
1244,12,1,6,6,0,1,0,0,0,7,7,7,13.642857142857142,0,8,11,8,14.772727272727272,16.2,-0.92
1245,15,1,6,6,1,1,0,0,0,6,8,6,12.666666666666666,0,6,7,6,12.714285714285714,9.4,-3.12
1246,2,1,8,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,15.5,-4.06
1247,10,1,6,5,0,1,1,0,0,6,8,5,10.8,0,6,9,6,10.5,12.4,1.79
1248,12,1,8,8,0,1,1,0,0,7,9,6,14.25,0,8,11,8,13.063636363636364,16.2,-0.92
1249,11,1,8,6,1,1,1,0,0,6,10,4,12.25,0,6,9,3,12.333333333333334,9.4,-3.12
1250,12,1,6,8,1,1,1,0,0,8,8,8,13.40375,0,8,8,8,13.40375,9.4,-3.12
1251,11,1,3,4,0,1,1,0,0,6,15,6,11.333333333333334,0,6,9,3,12.666666666666666,9.4,-3.12
1252,15,1,6,6,0,1,0,0,0,6,7,5,12.2,0,6,6,6,12.333333333333334,12.7,-1.7
1253,12,1,3,4,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,16.2,-0.92
1254,2,1,6,9,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79
1255,9,1,10,10,1,1,0,0,0,5,8,3,11.0,0,5,7,2,10.0,12.7,-1.7
1256,13,1,10,11,0,1,0,0,0,7,18,0,0.0,0,7,13,0,0.0,11.1,2.02
1257,12,1,10,2,0,1,0,0,0,7,11,7,11.294444444444444,0,8,22,2,12.6,15.5,-4.06
1258,11,1,7,7,1,1,0,0,0,6,8,5,11.2,0,6,11,4,12.5,15.5,-4.06
1259,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32
1260,5,1,5,11,1,1,0,0,0,6,7,5,13.2,0,6,6,5,11.8,16.2,-0.92
1261,12,1,5,5,1,1,0,0,0,8,8,7,13.1,0,8,8,7,13.1,12.7,-1.7
1262,5,1,10,10,1,1,0,0,0,6,6,6,13.5,0,6,6,6,13.166666666666666,9.4,-3.12
1263,10,1,10,10,0,1,0,0,0,6,10,5,11.571428571428571,0,6,10,3,13.0,16.2,-0.92
1264,4,1,10,8,1,1,0,0,0,6,7,6,15.285714285714286,0,6,6,6,15.166666666666666,12.4,1.79
1265,13,1,3,3,0,1,0,0,0,7,11,6,13.433333333333332,0,7,10,4,13.6,8.9,3.51
1266,9,1,5,10,1,1,0,0,0,5,8,5,11.6,0,5,9,3,11.0,10.8,1.74
1267,15,1,5,9,0,1,0,0,0,6,6,6,14.666666666666666,0,6,6,6,13.5,11.1,2.02
1268,5,1,10,9,1,1,0,0,0,6,9,6,14.666666666666666,0,6,12,6,14.666666666666666,12.7,-1.7
1269,12,1,5,10,0,1,0,0,0,8,8,7,12.742857142857144,0,8,8,7,12.742857142857144,12.7,-1.7
1270,12,1,6,11,1,1,0,0,0,7,9,7,11.975,0,8,9,7,13.12857142857143,13.9,0.79
1271,12,1,10,8,1,1,1,0,0,8,8,7,14.935714285714283,0,8,8,7,14.935714285714283,10.8,1.74
1272,14,1,4,4,1,1,0,0,0,6,9,5,13.333333333333334,0,6,6,5,13.0,12.4,1.79
1273,4,1,10,7,0,1,0,0,0,6,6,0,0.0,0,6,8,0,0.0,15.5,-4.06
1274,15,1,10,4,0,1,0,0,0,6,12,5,13.8,0,6,13,4,14.0,12.7,-1.7
