,Application order,Course,Daytime/evening attendance,Mother's occupation,Father's occupation,Displaced,Tuition fees up to date,Scholarship holder,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Unemployment rate,GDP,Target
1674,4,12,1,5,10,1,1,0,0,0,7,7,6,12.766666666666666,0,7,7,6,12.766666666666666,7.6,0.32,1
1676,1,13,1,2,8,1,1,0,0,0,7,0,0,0.0,0,7,0,0,0.0,11.1,2.02,0
1678,1,6,1,5,12,0,1,0,0,0,5,6,4,14.25,0,5,6,5,13.4,7.6,0.32,1
1679,1,12,1,10,10,0,1,0,0,0,7,11,3,11.916666666666666,0,7,17,0,0.0,16.2,-0.92,0
1682,2,14,1,10,5,1,1,0,0,0,5,5,4,12.0,0,5,6,5,11.6,9.4,-3.12,0
1683,1,14,1,4,4,1,1,0,0,0,5,7,3,11.0,0,5,5,4,12.75,7.6,0.32,0
1684,3,5,1,6,6,1,1,0,0,0,6,6,6,14.166666666666666,0,6,8,5,13.0,10.8,1.74,1
1685,5,5,1,3,3,1,1,0,0,0,6,6,6,14.666666666666666,0,6,6,6,15.0,9.4,-3.12,1
1686,3,6,1,10,10,1,1,0,0,0,5,11,0,0.0,0,5,10,5,12.285714285714286,10.8,1.74,1
1689,4,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,0
1690,1,7,1,1,1,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,7.6,0.32,0
1692,1,12,1,10,10,1,1,1,0,0,7,7,7,13.7,0,8,9,8,14.022222222222222,16.2,-0.92,1
1694,1,7,1,4,11,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,10.8,1.74,0
1695,1,14,1,10,9,1,1,1,0,0,6,6,6,13.333333333333334,0,6,7,6,13.285714285714286,8.9,3.51,1
1696,1,5,1,5,6,1,1,0,0,0,6,7,5,11.4,0,6,6,6,12.166666666666666,7.6,0.32,1
1697,1,6,1,1,3,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,0
1698,1,12,1,6,6,1,1,0,0,0,7,7,7,16.142857142857142,0,8,9,0,0.0,16.2,-0.92,0
1699,1,12,1,12,12,1,1,0,0,0,8,8,0,0.0,0,8,8,0,0.0,9.4,-3.12,0
1700,1,12,1,10,10,0,1,1,0,0,8,8,8,15.63375,0,8,8,8,15.63375,9.4,-3.12,1
1701,1,15,1,6,6,1,1,0,0,0,6,6,6,13.666666666666666,0,6,6,6,14.5,12.7,-1.7,1
1702,6,15,1,1,1,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32,0
1703,1,10,1,8,8,1,1,0,0,0,6,8,6,12.5,0,6,7,6,11.5,10.8,1.74,1
1704,1,14,1,5,10,0,1,1,0,0,6,8,6,12.285714285714286,0,6,6,6,13.0,15.5,-4.06,1
1706,5,2,1,5,5,0,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,12.7,-1.7,0
1708,1,13,1,8,11,0,1,0,0,0,7,14,4,12.95,0,7,11,4,13.125,15.5,-4.06,0
1709,3,12,1,10,6,1,1,0,0,0,7,7,6,12.45,0,7,7,6,12.45,7.6,0.32,1
1711,3,12,1,6,5,1,1,1,0,0,8,8,8,13.38125,0,8,8,8,13.38125,9.4,-3.12,1
1714,4,10,1,10,10,1,1,1,0,0,6,8,6,12.75,0,6,10,6,12.166666666666666,12.7,-1.7,1
1715,2,12,1,5,11,1,1,0,0,0,8,8,8,13.3425,0,8,8,8,13.3425,9.4,-3.12,1
1716,4,12,1,8,8,1,1,1,0,0,7,10,7,14.175,0,8,14,6,13.03125,15.5,-4.06,1
1718,1,7,1,8,8,0,1,0,0,0,5,9,0,0.0,0,5,8,2,14.5,7.6,0.32,0
1720,1,6,1,10,10,1,1,0,0,0,5,6,5,12.0,0,5,8,5,12.142857142857142,10.8,1.74,1
1721,2,11,1,10,10,1,1,1,0,0,6,8,6,10.571428571428571,0,6,9,5,11.4,16.2,-0.92,1
1723,1,15,1,10,10,1,1,1,0,0,6,9,6,11.166666666666666,0,6,11,5,12.4,10.8,1.74,1
1730,3,9,1,6,11,0,1,0,0,0,5,7,5,11.6,0,5,5,5,12.8,12.4,1.79,1
1732,1,7,1,10,11,0,1,0,0,0,5,11,3,10.666666666666666,0,5,5,2,12.5,16.2,-0.92,0
1736,6,12,1,3,2,1,1,0,0,0,8,10,8,13.05375,0,8,10,8,13.05375,9.4,-3.12,1
1738,1,4,1,6,10,0,1,0,0,0,6,6,6,14.166666666666666,0,6,7,6,13.833333333333334,11.1,2.02,1
1740,1,8,1,6,3,0,1,0,0,0,6,11,5,13.6,0,6,13,3,12.666666666666666,13.9,0.79,0
1742,1,8,1,3,10,1,1,0,0,0,6,8,6,13.714285714285714,0,6,7,5,13.333333333333334,15.5,-4.06,0
1751,1,2,1,10,10,1,1,1,0,0,0,0,0,0.0,0,0,0,0,0.0,13.9,0.79,1
1758,4,14,1,3,6,1,1,0,0,0,6,7,6,14.428571428571429,0,6,8,6,15.0,16.2,-0.92,1
1759,4,12,1,5,8,1,1,1,0,0,7,7,7,13.117142857142856,0,8,9,7,12.6,11.1,2.02,1
1760,2,10,1,29,36,1,1,0,0,0,6,7,6,12.666666666666666,0,6,7,6,11.833333333333334,8.9,3.51,1
1762,1,15,1,2,4,0,1,0,0,0,6,7,6,15.285714285714286,0,6,6,6,16.5,10.8,1.74,1
1765,1,9,1,10,10,1,1,0,0,0,5,6,0,0.0,0,5,0,0,0.0,15.5,-4.06,0
1768,1,12,1,3,7,0,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,12.4,1.79,0
1772,2,15,1,10,10,1,1,1,0,0,6,7,6,13.5,0,6,7,6,14.428571428571429,16.2,-0.92,1
1778,1,9,1,8,8,1,1,0,0,0,5,8,4,11.4,0,5,7,4,11.0,11.1,2.02,1
1779,1,12,1,10,10,1,1,0,0,0,7,7,7,13.725714285714286,0,8,8,8,14.5,11.1,2.02,1
1781,5,5,1,4,4,1,1,1,0,0,6,6,6,13.5,0,6,6,6,11.166666666666666,11.1,2.02,1
1782,1,12,1,4,8,0,1,0,0,0,8,8,7,15.57,0,8,8,7,15.57,10.8,1.74,0
1784,2,12,1,10,10,0,1,0,0,0,7,7,7,14.114285714285714,0,8,9,8,15.91111111111111,16.2,-0.92,0
1786,1,10,1,10,5,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,0
1788,1,5,1,1,2,1,1,0,0,0,6,9,4,11.25,0,6,10,0,0.0,7.6,0.32,0
1789,3,11,1,5,5,1,1,1,0,0,6,7,6,12.142857142857142,0,6,8,6,11.333333333333334,8.9,3.51,1
1790,1,12,1,10,5,0,1,0,0,0,8,8,7,13.075714285714286,0,8,8,7,13.075714285714286,10.8,1.74,1
1791,4,9,1,4,11,0,1,0,0,0,5,0,0,0.0,0,5,0,0,0.0,8.9,3.51,0
1793,1,6,1,5,8,1,1,0,0,0,6,16,0,0.0,0,6,7,0,0.0,16.2,-0.92,0
1795,3,12,1,8,10,1,1,1,0,0,8,8,7,13.512857142857142,0,8,8,7,13.512857142857142,10.8,1.74,1
1796,1,10,1,10,8,1,1,1,0,0,6,7,6,12.833333333333334,0,6,6,6,12.166666666666666,10.8,1.74,1
1797,3,6,1,10,10,1,1,1,0,0,5,8,3,15.0,0,5,9,3,11.666666666666666,9.4,-3.12,0
1800,3,12,1,5,2,1,1,0,0,0,8,15,5,12.288,0,8,15,5,12.288,10.8,1.74,0
1802,2,9,1,10,10,0,1,1,0,0,5,9,4,11.5,0,5,5,5,12.8,12.4,1.79,1
1807,1,14,1,2,2,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,15.5,-4.06,0
1810,1,11,1,10,10,0,1,0,0,0,6,7,6,12.428571428571429,0,6,6,6,12.833333333333334,7.6,0.32,1
1811,6,12,1,4,4,1,1,1,0,0,7,7,7,12.765714285714289,0,8,9,8,13.544444444444444,12.4,1.79,1
1812,1,12,1,6,6,0,1,0,0,0,7,11,5,12.1,0,7,10,5,12.6,11.1,2.02,0
1813,2,9,1,10,10,1,1,0,0,0,5,10,5,12.0,0,5,9,5,11.5,13.9,0.79,1
1814,1,5,1,5,8,1,1,0,0,0,6,6,0,0.0,0,6,6,0,0.0,9.4,-3.12,0
1817,1,5,1,10,10,1,1,0,0,0,6,6,6,13.5,0,6,6,6,12.5,9.4,-3.12,1
1819,3,12,1,4,4,1,1,0,0,0,7,7,7,13.884285714285712,0,8,9,8,14.75,11.1,2.02,0
1823,1,14,1,5,5,0,1,0,0,0,6,12,2,11.666666666666666,0,6,20,2,10.5,16.2,-0.92,0
1824,1,10,1,4,4,0,1,0,0,0,6,6,6,14.5,0,6,6,6,12.666666666666666,12.4,1.79,1
1825,1,11,1,6,4,0,1,0,0,0,6,7,6,14.714285714285714,0,6,7,6,14.166666666666666,12.7,-1.7,1
1826,1,10,1,6,8,0,1,1,0,0,6,7,6,13.285714285714286,0,6,6,6,14.333333333333334,12.4,1.79,1
1830,1,16,1,10,9,0,1,0,0,0,6,10,5,13.0,0,6,10,4,11.5,12.7,-1.7,0
1831,1,10,1,5,5,0,1,1,0,0,6,9,6,11.5,0,6,11,5,14.0,11.1,2.02,1
1832,2,9,1,10,9,1,1,1,0,0,5,8,5,11.8,0,5,10,5,11.6,16.2,-0.92,1
1834,1,12,1,4,10,0,1,1,0,0,7,11,6,13.8875,0,8,9,8,14.864444444444445,15.5,-4.06,1
1835,1,10,1,29,43,0,1,1,0,0,6,7,5,11.4,0,6,9,6,11.5,8.9,3.51,1
1838,3,12,1,3,6,1,1,0,0,0,8,8,8,13.427499999999998,0,8,8,8,13.427499999999998,9.4,-3.12,1
1839,1,5,1,5,5,1,1,0,0,0,6,6,6,15.166666666666666,0,6,6,2,15.5,15.5,-4.06,1
1841,1,8,1,4,11,1,1,0,0,0,5,11,2,10.5,0,5,9,0,0.0,10.8,1.74,0
1842,1,9,1,4,7,0,1,1,0,0,5,5,5,11.8,0,5,8,3,11.0,9.4,-3.12,1
1845,1,8,1,3,5,1,1,0,0,0,6,8,4,11.6,0,6,14,2,13.0,11.1,2.02,0
1846,1,4,1,6,3,0,1,0,0,0,6,10,6,13.666666666666666,0,6,10,4,12.25,13.9,0.79,0
1848,2,12,1,3,3,0,1,0,0,0,7,10,6,13.492857142857144,0,8,9,8,12.68888888888889,12.4,1.79,1
1851,1,7,1,10,8,0,1,0,0,0,5,12,5,13.285714285714286,0,5,16,5,14.8,12.4,1.79,0
1852,1,9,1,4,4,0,1,0,0,0,5,6,5,12.6,0,5,13,5,11.8,16.2,-0.92,1
1853,1,4,1,3,11,1,1,0,0,0,6,7,6,14.0,0,6,7,6,14.666666666666666,12.4,1.79,1
1858,3,5,1,5,3,0,1,0,0,0,6,6,6,14.166666666666666,0,6,8,6,12.333333333333334,11.1,2.02,1
1860,1,7,1,1,6,0,1,0,0,0,5,5,0,0.0,0,5,5,0,0.0,7.6,0.32,0
1863,1,5,1,10,6,1,1,0,0,0,6,6,6,11.833333333333334,0,6,6,6,13.166666666666666,7.6,0.32,1
1864,1,8,1,5,5,0,1,1,0,0,5,9,0,0.0,0,5,6,0,0.0,7.6,0.32,0
1869,1,15,1,1,1,1,1,0,0,0,6,6,6,11.666666666666666,0,6,10,3,12.666666666666666,7.6,0.32,1
1871,6,12,1,5,5,1,1,1,0,0,7,14,1,13.0,0,7,15,0,0.0,11.1,2.02,0
1874,4,15,1,8,8,1,1,1,0,0,6,6,6,12.166666666666666,0,6,8,4,12.75,9.4,-3.12,1
1875,1,12,1,10,10,0,1,0,0,0,7,7,6,13.3,0,7,7,6,13.3,7.6,0.32,1
1876,1,13,1,4,8,0,1,0,0,0,7,15,0,0.0,0,7,13,0,0.0,11.1,2.02,0
1877,5,12,1,5,5,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,7.6,0.32,0
1879,1,12,1,5,10,0,1,0,0,0,8,8,7,13.55714285714286,0,8,8,7,13.55714285714286,12.7,-1.7,1
1881,1,4,1,10,5,0,1,0,0,0,6,16,4,12.0,0,6,11,3,10.333333333333334,13.9,0.79,0
1882,1,11,1,10,10,0,1,0,0,0,5,5,0,0.0,0,6,0,0,0.0,8.9,3.51,0
1883,1,2,1,11,6,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,1
1885,1,12,1,10,4,1,1,0,0,0,7,7,6,12.183333333333332,0,7,7,6,12.183333333333332,7.6,0.32,1
1889,1,2,1,10,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,1
1890,1,2,1,5,5,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,1
1891,5,12,1,8,8,1,1,1,0,0,8,8,8,13.435,0,8,8,8,13.435,9.4,-3.12,1
1892,1,8,1,5,4,1,1,0,0,0,5,8,4,13.5,0,5,9,0,0.0,10.8,1.74,0
1898,1,2,1,5,2,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,11.1,2.02,1
1900,1,15,1,4,1,0,1,0,0,0,6,7,6,13.333333333333334,0,6,8,6,12.666666666666666,12.4,1.79,1
1902,1,8,1,5,5,1,1,0,0,0,6,9,6,15.125,0,6,9,6,14.0,13.9,0.79,1
1903,1,12,1,5,11,1,1,0,0,0,7,7,6,13.116666666666667,0,7,7,6,13.116666666666667,7.6,0.32,1
1904,1,15,1,8,10,1,1,0,0,0,6,7,6,12.833333333333334,0,6,7,6,11.666666666666666,11.1,2.02,1
1906,6,12,1,6,10,1,1,0,0,0,7,7,7,13.877142857142855,0,8,8,8,15.6625,12.4,1.79,1
1907,6,12,1,10,11,1,1,0,0,0,8,8,7,12.944285714285714,0,8,8,7,12.944285714285714,10.8,1.74,1
1909,1,12,1,3,3,1,1,0,0,0,7,7,6,14.266666666666666,0,7,7,6,14.266666666666666,7.6,0.32,1
1910,2,14,1,5,6,1,1,0,0,0,6,8,5,13.0,0,6,8,5,14.0,13.9,0.79,1
1911,2,12,1,6,8,1,1,0,0,0,8,8,8,12.48375,0,8,8,8,12.48375,9.4,-3.12,1
1912,2,13,1,10,4,1,1,0,0,0,7,8,7,13.428571428571429,0,8,8,8,15.3125,16.2,-0.92,1
1914,1,16,1,10,5,1,1,0,0,0,6,8,5,15.4,0,6,7,5,12.2,7.6,0.32,1
1915,4,12,1,5,9,1,1,0,0,0,7,7,6,13.45,0,7,7,6,13.45,7.6,0.32,1
1916,5,12,1,6,9,1,1,1,0,0,7,7,6,12.6,0,7,7,6,12.6,7.6,0.32,1
1917,4,12,1,10,11,1,1,0,0,0,7,7,7,12.485714285714286,0,8,12,8,12.9375,16.2,-0.92,1
1918,2,5,1,10,10,1,1,1,0,0,6,10,5,10.8,0,6,7,5,12.8,12.7,-1.7,1
1921,2,10,1,10,9,1,1,0,0,0,6,7,6,13.833333333333334,0,6,6,6,14.0,9.4,-3.12,1
1923,3,9,1,6,2,0,1,0,0,0,5,5,5,13.2,0,5,6,4,12.5,9.4,-3.12,1
1924,1,14,1,5,8,0,1,1,0,0,6,7,1,14.0,0,6,6,0,0.0,15.5,-4.06,0
1926,1,6,1,10,5,1,1,1,0,0,5,7,5,12.5,0,5,8,5,12.714285714285714,10.8,1.74,1
1927,2,15,1,10,10,0,1,1,0,0,6,7,6,13.428571428571429,0,6,6,6,12.5,13.9,0.79,1
1929,3,12,1,10,10,1,1,1,0,0,7,7,7,14.868571428571428,0,8,9,8,15.11111111111111,11.1,2.02,1
1930,4,12,1,2,2,1,1,0,0,0,7,10,7,13.03,0,8,8,8,13.21875,15.5,-4.06,1
1931,1,14,1,6,8,1,1,0,0,0,6,7,6,14.571428571428571,0,6,7,6,12.333333333333334,12.4,1.79,1
1932,2,10,1,4,4,1,1,0,0,0,6,9,5,11.0,0,6,9,4,11.25,8.9,3.51,1
1933,1,12,1,10,5,0,1,1,0,0,8,8,8,13.3675,0,8,8,8,13.3675,9.4,-3.12,1
1934,4,12,1,10,10,1,1,1,0,0,7,7,6,12.808333333333332,0,8,11,7,12.825714285714286,12.4,1.79,1
1935,6,12,1,4,4,1,1,0,0,0,7,7,7,13.918571428571427,0,8,9,8,13.8875,11.1,2.02,1
1936,1,8,1,3,11,1,1,0,0,0,6,8,6,13.0,0,6,9,4,12.8,13.9,0.79,1
1937,1,12,1,5,6,0,1,0,0,0,7,7,6,13.683333333333332,0,7,7,6,13.683333333333332,7.6,0.32,1
1939,2,15,1,4,5,1,1,0,0,0,6,8,5,12.8,0,6,7,5,11.2,11.1,2.02,1
1940,2,11,1,10,5,1,1,1,0,0,6,9,6,13.571428571428571,0,6,6,6,12.166666666666666,8.9,3.51,1
1941,1,10,1,10,7,1,1,0,0,0,6,6,6,13.166666666666666,0,6,6,6,13.166666666666666,8.9,3.51,1
1942,1,5,1,10,10,0,1,1,0,0,6,6,6,15.0,0,6,6,6,14.5,11.1,2.02,1
1943,1,5,1,4,6,1,1,0,0,0,6,6,6,12.666666666666666,0,6,8,5,11.4,12.4,1.79,1
1944,2,15,1,5,8,1,1,1,0,0,6,7,6,13.857142857142858,0,6,7,6,13.142857142857142,13.9,0.79,0
1945,4,12,1,10,10,1,1,0,0,0,7,7,7,14.692857142857145,0,8,8,8,14.9625,12.4,1.79,1
1946,1,12,1,6,4,0,1,0,0,0,8,8,8,14.035,0,8,8,8,14.035,9.4,-3.12,1
1947,1,6,1,5,11,1,1,0,0,0,5,8,4,11.0,0,5,8,3,14.0,12.7,-1.7,1
1948,1,15,1,10,10,1,1,1,0,0,6,6,6,13.333333333333334,0,6,6,6,13.333333333333334,9.4,-3.12,1
1949,1,12,1,6,6,0,1,0,0,0,7,13,6,11.7725,0,8,9,7,12.33,15.5,-4.06,1
1950,1,11,1,5,8,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,11.1,2.02,0
1951,2,11,1,10,10,1,1,0,0,0,6,0,0,0.0,0,6,12,0,0.0,10.8,1.74,0
1953,4,11,1,6,7,1,1,1,0,0,6,7,6,12.285714285714286,0,6,6,6,12.0,8.9,3.51,1
1955,1,16,1,5,1,1,1,0,0,0,7,10,6,12.166666666666666,0,7,9,6,13.166666666666666,12.4,1.79,1
1957,1,12,1,5,5,0,1,0,0,0,8,8,7,14.805714285714286,0,8,8,7,14.805714285714286,10.8,1.74,1
1958,1,10,1,5,10,1,1,0,0,0,6,11,5,10.6,0,6,10,6,11.714285714285714,11.1,2.02,0
1960,1,10,1,5,10,1,1,1,0,0,6,6,6,12.833333333333334,0,6,6,6,12.666666666666666,9.4,-3.12,1
1962,1,14,1,6,5,1,1,1,0,0,6,9,5,13.0,0,6,6,5,13.8,12.4,1.79,1
1963,2,12,1,5,5,1,1,1,0,0,7,8,7,12.725,0,8,8,8,13.7125,13.9,0.79,1
1964,1,6,1,5,2,1,1,0,0,0,5,10,4,11.25,0,5,10,3,10.333333333333334,12.7,-1.7,1
1966,1,6,1,4,5,0,1,0,0,0,5,12,3,12.333333333333334,0,5,8,3,13.0,9.4,-3.12,1
1969,4,14,1,5,8,1,1,0,0,0,6,7,6,13.666666666666666,0,6,9,5,15.4,13.9,0.79,1
1971,1,6,1,3,5,1,1,1,0,0,6,6,6,14.833333333333334,0,6,8,6,12.142857142857142,8.9,3.51,1
1972,2,14,1,6,5,0,1,1,0,0,6,7,5,11.2,0,6,10,5,13.125,10.8,1.74,0
1973,1,9,1,5,7,0,1,1,0,0,5,6,5,11.4,0,5,6,5,12.2,12.7,-1.7,1
1974,4,12,1,4,11,1,1,0,0,0,7,8,7,13.135,0,8,9,8,13.244444444444444,12.4,1.79,1
1979,1,14,1,10,10,1,1,1,0,0,6,8,5,13.5,0,6,6,6,14.5,12.4,1.79,1
1980,1,9,1,10,10,1,1,1,0,0,5,8,4,10.75,0,5,5,5,13.0,12.4,1.79,1
1981,1,10,1,8,8,1,1,1,0,0,6,9,6,11.333333333333334,0,6,9,6,11.833333333333334,8.9,3.51,1
1983,1,12,1,6,9,0,1,0,0,0,7,7,6,13.966666666666669,0,7,7,6,13.966666666666669,7.6,0.32,1
1984,1,12,1,6,6,1,1,1,0,0,8,8,8,14.14125,0,8,8,8,14.14125,9.4,-3.12,1
1985,2,11,1,10,8,1,1,1,0,0,6,10,4,11.6,0,6,10,4,11.75,12.7,-1.7,1
1986,1,12,1,10,10,0,1,1,0,0,8,8,8,14.6625,0,8,8,8,14.6625,9.4,-3.12,1
1988,2,12,1,4,4,1,1,1,0,0,7,8,6,12.993333333333334,0,8,9,8,12.66875,11.1,2.02,1
1991,1,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,0
1993,1,9,1,31,40,0,1,0,0,0,5,7,5,12.2,0,5,7,5,11.8,11.1,2.02,1
1994,1,11,1,1,1,1,1,1,0,0,6,12,0,0.0,0,6,12,0,0.0,7.6,0.32,0
1995,5,10,1,1,3,1,1,0,0,0,6,8,6,11.333333333333334,0,6,6,6,11.666666666666666,7.6,0.32,1
1996,1,6,1,5,9,1,1,0,0,0,6,8,6,13.857142857142858,0,6,15,6,13.1,12.4,1.79,1
1997,1,15,1,10,10,0,1,0,0,0,6,7,6,12.857142857142858,0,6,6,6,13.333333333333334,13.9,0.79,1
2001,1,10,1,10,6,0,1,1,0,0,6,6,6,13.833333333333334,0,6,7,0,0.0,15.5,-4.06,0
2002,1,11,1,10,10,0,1,0,0,0,6,8,6,12.857142857142858,0,6,8,5,12.6,8.9,3.51,1
2003,5,16,1,5,9,1,1,1,0,0,6,8,6,11.666666666666666,0,6,9,4,12.0,10.8,1.74,0
2005,1,6,1,5,11,0,1,0,0,0,5,7,5,14.4,0,5,6,5,13.2,7.6,0.32,1
2007,3,6,1,10,3,1,1,1,0,0,6,14,6,14.333333333333334,0,6,9,6,12.0,15.5,-4.06,1
2008,1,2,1,10,8,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,7.6,0.32,1
2009,6,15,1,12,12,0,1,0,0,0,6,0,0,0.0,0,6,0,0,0.0,7.6,0.32,0
2010,1,16,1,10,6,0,1,1,0,0,7,9,6,12.333333333333334,0,7,7,6,12.666666666666666,11.1,2.02,1
2012,1,16,1,6,4,0,1,0,0,0,6,7,5,13.2,0,6,7,5,10.6,7.6,0.32,0
2015,1,10,1,7,7,1,1,0,0,0,6,6,6,11.5,0,6,7,6,13.285714285714286,11.1,2.02,1
2016,1,11,1,7,7,1,1,0,0,0,6,8,5,12.6,0,6,7,5,12.2,9.4,-3.12,1
2017,1,12,1,10,11,0,1,0,0,0,7,7,7,13.542857142857144,0,8,9,8,14.22222222222222,16.2,-0.92,1
2019,2,15,1,5,10,1,1,1,0,0,6,7,6,13.666666666666666,0,6,6,6,13.833333333333334,12.7,-1.7,1
2022,4,2,1,10,10,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,10.8,1.74,0
2023,1,5,1,6,9,1,1,0,0,0,6,6,6,11.5,0,6,8,6,12.285714285714286,8.9,3.51,1
2025,1,12,1,5,11,0,1,0,0,0,7,7,7,11.828571428571427,0,8,10,7,12.9125,13.9,0.79,1
2026,1,2,1,4,4,1,1,0,0,0,0,0,0,0.0,0,0,0,0,0.0,9.4,-3.12,1
2028,1,12,1,5,10,1,1,1,0,0,7,7,6,12.966666666666669,0,7,7,6,12.966666666666669,7.6,0.32,1
2029,1,15,1,10,7,1,1,0,0,0,6,6,6,13.833333333333334,0,6,6,6,13.666666666666666,12.7,-1.7,1
2030,2,12,1,10,11,1,1,0,0,0,7,7,7,14.125714285714285,0,8,8,8,14.36875,11.1,2.02,1
2032,1,6,1,10,7,1,1,0,0,0,6,17,6,12.666666666666666,0,6,21,4,12.25,15.5,-4.06,1
2034,1,15,1,7,7,0,1,1,0,0,6,8,6,12.285714285714286,0,6,7,6,14.166666666666666,10.8,1.74,1
2036,1,9,1,6,10,1,1,0,0,0,5,8,2,10.0,0,5,7,1,10.0,7.6,0.32,0
2039,4,10,1,8,8,1,1,1,0,0,6,6,6,12.5,0,6,6,6,11.666666666666666,10.8,1.74,1
2043,3,11,1,10,10,1,1,0,0,0,6,6,6,12.5,0,6,6,6,12.166666666666666,12.4,1.79,1
2045,2,12,1,10,2,0,1,0,0,0,7,9,6,12.783333333333331,0,8,9,7,12.842857142857143,13.9,0.79,1
2046,2,12,1,8,8,1,1,0,0,0,7,0,0,0.0,0,8,0,0,0.0,13.9,0.79,0
2047,2,13,1,8,8,1,1,0,0,0,7,13,4,13.5,0,7,11,4,11.225,11.1,2.02,0
2048,4,12,1,3,6,1,1,0,0,0,7,7,7,13.457142857142856,0,8,8,8,15.125,13.9,0.79,1
2049,4,12,1,10,8,1,1,0,0,0,8,8,7,13.44285714285714,0,8,8,7,13.44285714285714,12.7,-1.7,1
2050,1,10,1,10,4,0,1,0,0,0,6,13,4,11.0,0,6,12,5,10.833333333333334,15.5,-4.06,1
2051,1,10,1,8,8,1,1,1,0,0,6,6,6,11.333333333333334,0,6,7,6,12.285714285714286,15.5,-4.06,1
2052,2,15,1,5,6,1,1,0,0,0,5,7,2,10.0,0,1,1,0,0.0,12.7,-1.7,0
2054,2,13,1,5,6,1,1,1,0,0,7,8,7,12.214285714285714,0,8,8,8,14.0625,16.2,-0.92,1
2058,1,9,1,6,8,1,1,1,0,0,5,6,5,12.8,0,5,7,4,11.25,9.4,-3.12,1
2060,6,12,1,4,10,1,1,1,0,0,7,7,7,13.371428571428572,0,8,9,8,13.666666666666666,16.2,-0.92,1
2061,5,13,1,10,9,1,1,1,0,0,7,8,7,13.385714285714286,0,8,8,8,13.3875,10.8,1.74,1
2062,3,12,1,10,10,1,1,0,0,0,8,8,7,13.328571428571427,0,8,8,7,13.328571428571427,12.7,-1.7,1
2063,1,6,1,5,8,1,1,0,0,0,6,12,5,14.0,0,6,14,5,11.0,16.2,-0.92,1
2064,4,9,1,10,10,1,1,0,0,0,5,5,5,12.6,0,5,5,5,13.2,8.9,3.51,1
2065,2,16,1,10,9,1,1,1,0,0,6,7,6,14.0,0,6,6,6,15.0,15.5,-4.06,1
2066,5,11,1,8,11,1,1,1,0,0,6,7,6,13.428571428571429,0,6,6,6,12.666666666666666,8.9,3.51,1
2067,5,5,1,5,5,1,1,1,0,0,6,6,6,13.0,0,6,6,6,12.5,15.5,-4.06,1
2070,1,14,1,2,11,1,1,0,0,0,6,7,6,12.833333333333334,0,6,10,6,11.77777777777778,8.9,3.51,1
2071,1,12,1,10,5,1,1,0,0,0,7,7,6,12.916666666666666,0,7,7,6,12.916666666666666,7.6,0.32,1
2072,1,14,1,6,10,1,1,0,0,0,6,9,6,13.285714285714286,0,6,8,5,13.8,15.5,-4.06,1
2073,3,6,1,10,10,1,1,1,0,0,5,6,5,14.6,0,5,5,5,13.8,10.8,1.74,1
2074,1,10,1,4,10,1,1,1,0,0,6,6,6,14.0,0,6,6,6,13.666666666666666,12.4,1.79,1
2075,2,10,1,10,5,0,1,1,0,0,6,7,6,14.142857142857142,0,6,6,6,15.0,13.9,0.79,1
2076,4,10,1,5,11,1,1,0,0,0,6,8,6,11.666666666666666,0,6,6,6,12.333333333333334,10.8,1.74,1
2077,1,12,1,5,9,1,1,0,0,0,8,9,8,14.3775,0,8,9,8,14.3775,9.4,-3.12,1
2078,2,12,1,4,7,1,1,0,0,0,7,8,7,12.5,0,8,9,7,13.042857142857144,13.9,0.79,1
2079,5,12,1,8,8,1,1,1,0,0,7,7,6,14.15,0,7,7,6,14.15,7.6,0.32,1
